,author,statement,source,date,target
5323,W. Gardner,"Hillary Clinton ""supports unlimited abortion on demand up until the moment of birth, including partial-birth abortion, with taxpayer funding.""",Ted Cruz,"• October 9,",false
5324,Chris Nichols,"""If you give guns to gangs, you can get out of jail free, if (California’s Proposition 57) passes. If you do a drive-by shooting, you can get out of jail free, if Proposition 57 passes. If you discharge guns on a school yard, you can get out of jail free.""",Loretta Sanchez,"October 7, 2016",false
5325,Allison Graves,"Says ""11 straight years of no major hurricanes striking land"" in the United States ""bores a hole right through the whole climate change argument.""",Rush Limbaugh,"October 7, 2016",pants-fire
5326,Anna Orso,"""Toomey and Trump will ban abortion and punish women who have them.""",NARAL Pro-Choice America,"October 6, 2016",false
5327,Tom Kertscher,"""In her campaign for president, Hillary Clinton has received $100 million in contributions from Wall Street and hedge funds.""",Donald Trump,"October 6, 2016",false
5328,Linda Qiu,"Says Donald Trump ""hasn’t broken his promise"" to release his tax returns.",Mike Pence,"October 5, 2016",false
5329,Alan Gathright,"Says state Sen. Morgan Carroll's votes made ""it easier to sue doctors, small businesses, even nurses. Putting her own shady interests first.""",Mike Coffman,"October 5, 2016",false
5330,Tom Kertscher,"Says Ron Johnson ""helped companies ship jobs overseas.""",Russ Feingold,"October 5, 2016",false
5331,Jon Greenberg,"""10 cents on the dollar from the Clinton Foundation goes to charitable causes.""",Mike Pence,"October 4, 2016",false
5332,Warren Fiske,"On Tim Kaine: ""In exchange for campaign contributions, he appointed a radical jihadi to the Virginia Immigration Commission.""",Chain email,"October 3, 2016",false
5333,Aaron Sharockman,"""The 'New York Times' writes this long story"" about Donald Trump’s tax returns but ""didn't point out there was no wrongdoing"" until paragraph 18.",Rudy Giuliani,"October 2, 2016",false
5334,Dan Clark,"""No fracking waste is being dumped in New York State""",Basil Seggos,"September 30, 2016",false
5335,Tom Kertscher,"Says Tom Nelson ""backed higher taxes on Social Security, costing Wisconsin seniors $95 million.""",Mike Gallagher,"September 30, 2016",false
5336,Joshua Gillin,"Says Hillary Clinton ""wants to bring in thousands of refugees to America from all around the world without any kind of security screening.""",Rick Scott,"September 29, 2016",false
5337,Nadia Pflaum,"Says Rob Portman ""even voted to allow people on the terrorism watch list to buy guns.""",Ted Strickland,"September 29, 2016",false
5338,Louis Jacobson,Say photographs of Hillary Clinton at the debate show what could be an earpiece.,Bloggers,"September 28, 2016",pants-fire
5339,C. Eugene,"Says to Hillary Clinton, ""You heard what I said about (the Trans-Pacific Partnership trade deal), and all of a sudden you were against it.""",Donald Trump,Jr. • September,false
5340,Louis Jacobson,"""NATO is opening up a major terror division. ... I'm sure I'm not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO.""",Donald Trump,"September 27, 2016",false
5341,Miriam Valverde,"Says ""Hillary Clinton's plan would bring in 620,000 refugees in her first term, alone, with no effective way to screen or vet them. Her plan would cost $400 billion in terms of lifetime welfare and entitlement costs.""",Donald Trump,"September 27, 2016",false
5342,Linda Qiu,"Says Hillary Clinton’s energy agenda ""will cost the U.S. economy over $5 trillion""",Donald Trump,"September 27, 2016",false
5343,Jon Greenberg,"Says top Clinton advisers ""were pressing"" birther movement stories ""very hard.""",Donald Trump,"September 27, 2016",false
5344,Lauren Carroll,"""I did not support the war in Iraq … The record shows that I’m right.""",Donald Trump,"September 26, 2016",false
5345,Louis Jacobson,"""You will learn more about Donald Trump by going down to the Federal Elections"" to see the financial disclosure form than by looking at tax returns.",Donald Trump,"September 26, 2016",false
5346,Jon Greenberg,"""Former President Bill Clinton and his Clinton Health Access Initiative (CHAI) distributed ‘watered-down’ HIV/AIDS drugs to patients in sub-Saharan Africa.""",Daily Caller,"September 23, 2016",false
5347,Louis Jacobson,"""Our African-American communities are absolutely in the worst shape they've ever been in before. Ever. Ever. Ever.""",Donald Trump,"September 22, 2016",pants-fire
5348,Louis Jacobson,"""I never said"" that Muslims would be subject to profiling under his policies.",Donald Trump,"September 21, 2016",false
5349,Tom Kertscher,"Says Russ Feingold was the ""only senator to vote against Homeland Security.""",Let America Work,"September 21, 2016",false
5350,Alan Gathright,Says eight Americans died in a knife attack at a Minnesota mall.,Tom Tancredo,"September 20, 2016",false
5351,Louis Jacobson,"""300,000 Floridians have lost their health insurance"" as a result of Obamacare.",Americans for Prosperity,"September 19, 2016",false
5352,Louis Jacobson,"""I finished"" the controversy about where President Barack Obama was born.",Donald Trump,"September 16, 2016",pants-fire
5353,Jon Greenberg,"""Hillary Clinton and her campaign of 2008 started the birther controversy.""",Donald Trump,"September 16, 2016",false
5354,Mark Dent,McGinty previously told a local community newspaper in her native Philadelphia that she 'has found an alarming undercurrent of misinformed people in the 'T' part of the state' outside of Philadelphia and Pittsburgh.,Pat Toomey,"September 16, 2016",false
5355,Katherine Burns,"""The head of the IRS ordered 24,000 emails erased before Congress could review them, making sure the American people will never know the real truth.""",John Fleming,"September 15, 2016",false
5356,Nadia Pflaum,"Says Ted Strickland supported giving $150 billion to Iranian regime that persecutes women, Christians and gays.",American Unity PAC,"September 15, 2016",false
5357,Louis Jacobson,"""My opponent has no child care plan.""",Donald Trump,"September 14, 2016",pants-fire
5358,Joshua Gillin,"Says ""Patrick Murphy is the only candidate to have voted against every measure to fund Zika.""",Marco Rubio,"September 14, 2016",false
5359,Linda Qiu,"Says the Donald J.Trump Foundation's money ""is his money.""",Kellyanne Conway,"September 14, 2016",false
5360,W. Gardner,"""If Congress fails to act, the Obama administration intends to give away control of the internet to an international body akin to the United Nations.""",Ted Cruz,"• September 14,",false
5361,Tom Kertscher,"Says Hillary Clinton aide Huma Abedin has ""ties to the Muslim Brotherhood.""",Sean Duffy,"September 14, 2016",false
5362,Aaron Sharockman,"Says Hillary Clinton had an ""undercover nurse"" with her at the Sept. 11 memorial ceremony in New York.",Bloggers,"September 13, 2016",pants-fire
5363,C. Eugene,"Say ""71 percent of doctors say Hillary's health concerns are 'serious' and 'could be disqualifying.' """,Bloggers,Jr. • September,false
5364,Anthony Cave,"Says Hillary Clinton has ""not answered a single question"" about her immigration plan.",Donald Trump,"September 9, 2016",pants-fire
5365,Louis Jacobson,"""Our veterans, in many cases, are being treated worse than illegal immigrants.""",Donald Trump,"September 9, 2016",false
5366,C. Eugene,"Says President Barack Obama ""has taken less vacation days than any other president in a generation,"" while Congress ""has taken more vacation days than any other Congress in history.""",Occupy Democrats,Jr. • September,pants-fire
5367,Kevin Hoffman,"""In an interview with the Chicago Tribune's Editorial Board, Comptroller Leslie Munger says that in order to balance a budget, the state would have to 'cut social services completely.'""",SEIU Healthcare Illinois & Indiana,"September 8, 2016",false
5368,Joshua Gillin,"Says Patrick Murphy advocated for ""cuts to Social Security and Medicare.""",National Republican Senatorial Committee,"September 8, 2016",false
5369,Lauren Carroll,"""I was totally against the war in Iraq.""",Donald Trump,"September 7, 2016",false
5370,Louis Jacobson,"""Food stamps have gone up two-and-a-half times under Barack Obama.""",Rudy Giuliani,"September 7, 2016",false
5371,Louis Jacobson,"""I released the most extensive financial review of anybody in the history of politics. … You don't learn much in a tax return.""",Donald Trump,"September 7, 2016",false
5372,Linda Qiu,"""Donald Trump’s been completely consistent"" about his plan for nonviolent undocumented immigrants.",Mike Pence,"September 4, 2016",false
5373,Nadia Pflaum,"""And while (Ted) Strickland proposed cuts for services for children, he wasted over $250,000 remodeling his bathrooms at the governor’s mansion.""",National Republican Senatorial Committee,"September 1, 2016",pants-fire
5374,Linda Qiu,"The number of illegal immigrants ""could be 3 million. It could be 30 million.""",Donald Trump,"September 1, 2016",pants-fire
5375,C. Eugene,"""Hillary Clinton wants to shut down family farms"" using ""radical regulation,"" by raising business tax ""rates as high as nearly 50 percent"" and by taxing ""family farms again at death by as much as 45 percent.""",Donald Trump,Jr. • August,false
5376,Dan Clark,"Lee Zeldin ""missed 2/3rds of Veterans Affairs Hearings""",Anna Throne-Holst,"August 30, 2016",false
5377,Louis Jacobson,"""Inner-city crime is reaching record levels.""",Donald Trump,"August 30, 2016",pants-fire
5378,Nadia Pflaum,"As the number of vaccines administered to children has increased in the United States, so has the autism rate.",Viral image,"August 29, 2016",false
5379,Adam Thorp,"""None of the polls being conducted right now have us on the top line. None of them. It's always Trump and Clinton and then second question, third question. ... If we were included in the top line, as Johnson/Trump/Clinton, we'd be at 20 percent.""",Gary Johnson,"August 29, 2016",false
5380,Sean Gorman,"As governor, Tim Kaine ""oversaw a huge increase in illegal immigration, a tremendous increase.""",Donald Trump,"August 29, 2016",false
5381,W. Gardner,"""All of Texas is conservative, except a little bit of Austin.""",Sean Hannity,"• August 26,",false
5382,Joshua Gillin,"Says Hillary Clinton ""wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than they're paying now.""",Donald Trump,"August 26, 2016",false
5383,Dan Clark,"On job creation numbers in the latest Start-Up NY report: ""This is a significant number of overcounts in the compilation that I’ve looked at.""",Robin Schimminger,"August 26, 2016",false
5384,Alison Dirr,"Says Ron Johnson ""voted five times for tax breaks that help companies ship Wisconsin jobs overseas.""",Russ Feingold,"August 26, 2016",false
5385,Aaron Sharockman,"""The fact is"" the Clinton Foundation has ""got about 80 percent in overhead and 20 percent of the money is actually getting into the places it should.""",Reince Priebus,"August 25, 2016",false
5386,W. Gardner,"Says Donald Trump’s ""Make America Great Again"" caps are ""made in China.""",Celia Israel,"• August 24,",pants-fire
5387,Tom Kertscher,"Says Hillary Clinton is ""proposing to print instant work permits for millions of illegal immigrants to come in and take everybody's jobs, including low-income African-Americans.""",Donald Trump,"August 18, 2016",false
5388,Lauren Carroll,"""I am the only candidate who ran in either the Democratic or the Republican primary who said from the very beginning (that) I will not raise taxes on the middle class.""",Hillary Clinton,"August 17, 2016",pants-fire
5389,Linda Qiu,"Says there was a ""NATO base in Turkey being under attack by terrorists.""",Paul Manafort,"August 16, 2016",pants-fire
5390,Linda Qiu,"""Under those eight years before (Barack) Obama came along, we didn’t have any successful radical Islamic terrorist attack in the United States"" since Sept. 11, 2001.",Rudy Giuliani,"August 16, 2016",false
5391,Louis Jacobson,"""I had previously said that NATO was obsolete because it failed to deal adequately with terrorism. Since my comments, they have changed their policy and now have a new division focused on terror threats.""",Donald Trump,"August 16, 2016",false
5392,Nadia Pflaum,"Says there were multiple instances of voter fraud in Wood County, Ohio.",Viral image,"August 16, 2016",pants-fire
5393,Linda Qiu,"Says the U.S. election system is ""rigged.""",Donald Trump,"August 15, 2016",pants-fire
5394,W. Gardner,"Says that since lawmakers acted, ""we have 130 new businesses across Texas doing helicopter hog hunts.""",Sid Miller,"• August 12,",false
5395,Dan Clark,"Hillary Clinton ""has already said she's going to wipe out the Second Amendment. She doesn't believe in the First Amendment. And, she also believes in big government, which flies in the face of the 10th Amendment""",Chris Collins,"August 12, 2016",false
5396,Cassie Owens,"That 59 divisions in Philly had no votes for Romney in 2012 is ""(a) mathematical and statistical impossibility.""",Viral image,"August 12, 2016",pants-fire
5397,Tom Kertscher,"""The climate hasn't warmed in quite a few years. That is proven scientifically.""",Ron Johnson,"August 12, 2016",false
5398,Will Doran,"Says Hillary Clinton ""doesn’t believe in your right to keep a gun at home for self-defense.""",National Rifle Association,"August 11, 2016",false
5399,C. Eugene,Says President Bill Clinton did not sign NAFTA.,NowThis,Jr. • August,false
5400,Louis Jacobson,"Says Barack Obama ""founded ISIS. I would say the co-founder would be crooked Hillary Clinton.""",Donald Trump,"August 11, 2016",pants-fire
5401,Louis Jacobson,"""The Obama-Clinton war on coal has cost Michigan over 50,000 jobs.""",Donald Trump,"August 9, 2016",false
5402,C. Eugene,"Says in 2012 ""Obama won in every state that did not require a photo ID and lost in every state that did require a photo ID in order to vote.""",Viral image,Jr. • August,false
5403,Allison Graves,"In the 2012 election, there were more votes cast than registered voters in St. Lucie County, and Palm Beach County had 141 percent turnout.",Viral image,"August 9, 2016",pants-fire
5404,Warren Fiske,"Donald Trump says ""all Mexicans are rapists.""",Tim Kaine,"August 8, 2016",false
5405,Dan Clark,"In Buffalo's SolarCity project, ""Andrew Cuomo will create maybe 500 jobs if it ever happens at all, at about $1.5 million per job.""",Carl Paladino,"August 5, 2016",false
5406,Louis Jacobson,"Says he saw videotape ""of the people taking the money off the plane"" to pay ransom to Iran for hostages.",Donald Trump,"August 5, 2016",false
5407,Linda Qiu,"""Hillary Clinton says she wants to, ‘raise taxes on the middle class.’ """,Donald Trump,"August 5, 2016",pants-fire
5408,Allie Morris,"""I’m beating (Kelly Ayotte) in the polls by a lot.""",Donald Trump,"August 5, 2016",pants-fire
5409,Anthony Cave,"In Arizona, ""there are only one and a half (Border Patrol) agents per every 10 square miles.""",Kelly Terry-Willis,"August 4, 2016",false
5410,Adam Thorp,"""Youth unemployment is through the roof.""",Donald Trump,"August 4, 2016",false
5411,Tom Kertscher,"Says Milwaukee County district attorney candidate Verona Swanigan ""has worked as a prosecutor.""",Milwaukeeans for Self-Governance,"August 4, 2016",false
5412,Alan Gathright,"""We have a fire marshal that said, 'Oh we can't allow more people’ ...  And the reason they won't let them in is because they don't know what the hell they're doing.""",Donald Trump,"August 3, 2016",pants-fire
5413,Linda Qiu,"""It was under Barack Obama and Hillary Clinton that changed the rules of engagement that probably cost (Capt. Humayun Khan’s) life.""",Katrina Pierson,"August 3, 2016",pants-fire
5414,C. Eugene,"Says Donald Trump ""is going to go out and carpet bomb"" the Middle East.",Joe Biden,Jr. • August,false
5415,Warren Fiske,"""A few weeks ago, (the) education committee in Congress is deciding what’s going to be in your local salad bar.""",Dave Brat,"August 2, 2016",false
5416,Neelesh Moorthy,"""Nobody covered"" the remarks of Patricia Smith, the mother of a Benghazi victim, ""live, but almost everybody covered Khizr Khan's, Mr. Khan's remarks live.""",Brian Kilmeade,"August 1, 2016",pants-fire
5417,Louis Jacobson,"""As usual, Hillary & the Dems are trying to rig the debates so 2 are up against major NFL games.""",Donald Trump,"August 1, 2016",pants-fire
5418,Lauren Carroll,"Says, regarding the presence of classified information in her email, FBI Director James ""Comey said my answers were truthful, and what I've said is consistent with what I have told the American people.""",Hillary Clinton,"August 1, 2016",pants-fire
5419,Neelesh Moorthy,"Says Hillary Clinton wrote, ""I believe the primary role of the state is to teach, train and raise children. Parents have a secondary role.""",James Woods,"August 1, 2016",pants-fire
5420,Mark Dent,"Says Donald Trump ""doesn't make a thing in America.""",Hillary Clinton,"August 1, 2016",false
5421,Linda Qiu,"""The DNC hack showed you that the Clinton campaign was working to schedule (primary) debates against (Bernie) Sanders,"" and the Clinton campaign is continuing this ""ploy"" against Donald Trump.",Paul Manafort,"July 31, 2016",false
5422,Fauzeya Rahman,"""Only five Texas counties account for almost 90 percent of the (state’s) cattle industry.""",Jeannette Vaught,"July 29, 2016",false
5423,Riley Snyder,"""Just on the issue of immigration alone, it is next to impossible to find a policy difference between (Donald) Trump and Congressman (Joe) Heck.""",Catherine Cortez Masto,"July 28, 2016",false
5424,Cassie Owens,"""I’m not one for name calling.""",Ed Rendell,"July 28, 2016",pants-fire
5425,Linda Qiu,"""An analysis showed that Bernie Sanders would have won the Democratic nomination if it were not for the Super Delegates.""",Donald Trump,"July 25, 2016",false
5426,C. Eugene,"Unemployment numbers ""are artificial numbers. These are numbers that are massaged to make the existing economy look good, to make this administration look good when, in fact, it's a total disaster.""",Donald Trump Jr.,Jr. • July,pants-fire
5427,Lauren Carroll,"Says unlike Tim Kaine, who ""invested"" in education, Indiana Gov. Mike Pence ""slashed education funding.""",Hillary Clinton,"July 24, 2016",false
5428,Warren Fiske,"On gift taking, ""Bob McDonnell took a fraction of what (Tim) Kaine took.""",Donald Trump,"July 24, 2016",pants-fire
5429,Warren Fiske,"""I am the only candidate who ran in either primary who said, ‘I will not raise taxes on the middle class.’""",Hillary Clinton,"July 23, 2016",pants-fire
5430,Dylan Baddour,"Says Ted Cruz ""never denied"" his father was photographed with Lee Harvey Oswald.",Donald Trump,"July 22, 2016",pants-fire
5431,Linda Qiu,"Says Hillary Clinton ""wants to essentially abolish the Second Amendment.""",Donald Trump,"July 21, 2016",false
5432,Madeleine Doubek,"Says Rep. Tammy ""Duckworth has been a staunch supporter of expanding the spending, size and reach of the IRS.""",Mark Kirk,"July 21, 2016",false
5433,Louis Jacobson,"Says Donald Trump ""always pays his bills promptly.""",Phil Ruffin,"July 20, 2016",false
5434,Louis Jacobson,"""Our economy is not growing.""",Rick Scott,"July 20, 2016",false
5435,Amy Sherman,"""Hillary Clinton invented ISIS with her stupid policies. She is responsible for ISIS.""",Donald Trump,"July 20, 2016",false
5436,Louis Jacobson,"Says Hillary Clinton is proposing ""destroying Medicare for seniors.""",Donald Trump Jr.,"July 19, 2016",false
5437,Lauren Carroll,"""The Clinton camp was the first to get it out there and try to say there was something untoward about the speech that Melania Trump gave.""",Paul Manafort,"July 19, 2016",false
5438,Angie Drobnic,"Says President Barack Obama is ""absolutely"" a Muslim.",Antonio Sabato Jr.,"• July 19,",pants-fire
5439,Miriam Valverde,"""There are about 350,000 people who succeed in crossing our borders illegally each year.""",Jeff Sessions,"July 19, 2016",false
5440,Jon Greenberg,"Says as GOP was picking a convention city, ""I recommended Ohio.""",Donald Trump,"July 18, 2016",false
5441,Amy Sherman,"""Hillary Clinton is for open borders.""",Rudy Giuliani,"July 18, 2016",false
5442,Nadia Pflaum,"""The Cleveland police has issued a stand down order to officers.""",Mike Cernovich,"July 18, 2016",pants-fire
5443,Allison Graves,"Says no one from the Bush family attended the 2012 Republican National Convention and ""there was no President Bush"" at the 2008 convention.",Reince Priebus,"July 17, 2016",false
5444,Lauren Carroll,"""What the facts say"" is ... ""the best scenario for kids is a loving mom and dad.""",Reince Priebus,"July 17, 2016",false
5445,C. Eugene,"""Just look at what the FBI director said about her (Hillary Clinton) — her misconduct  is a disgrace and embarrassment to our country.""",Donald Trump,Jr. • July,false
5446,Kevin Hoffman,"Says Mark Kirk ""called for the mass arrest of 18,000 African Americans"" and ""was apparently fine with Trump’s #StillTooRacist call for mass deportation.""",Tammy Duckworth,"July 15, 2016",false
5447,Adam Thorp,"Says Hillary Clinton ""took 13 hours to send help to Americans under fire"" during the terrorist attack in Benghazi.",Mike Pence,"July 14, 2016",false
5448,Anthony Cave,"Says Sen. John McCain spent the July 4 weekend in Islamabad, Pakistan, selling ""F-16s and advanced weapons to the folks who harbored Osama bin Laden.""",Kelli Ward,"July 14, 2016",false
5449,Joseph Cariz,"""90% of rural women and 55% of all women are illiterate"" in Morocco.",Snapchat,"July 14, 2016",false
5450,Adam Thorp,"""Condemning violence against the police and urging support for the police"" is ""markedly absent"" from President Barack Obama’s public remarks.",William Johnson,"July 12, 2016",pants-fire
5451,C. Eugene,"Says Attorney General Loretta Lynch ""was a member of Bill Clinton's defense team during the 1992 Whitewater corruption probe.""",Viral image,Jr. • July,pants-fire
5452,Lauren Carroll,"Says she ""never received nor sent any material that was marked classified"" on her private email server while secretary of state.",Hillary Clinton,"July 6, 2016",false
5453,Louis Jacobson,"""The steel industry is producing as much steel in the United States as it ever was. It’s just (that) it needs one-tenth of the workers that it used to.""",Barack Obama,"July 5, 2016",false
5454,Alan Gathright,"Says ""while serving in the city council, Rachel Zenzinger voted to use tax dollars to take a taxpayer-funded junket to China.""",Colorado Citizens for Accountable Government,"July 5, 2016",pants-fire
5455,Joseph Cariz,"""As Secretary of State, Hillary Clinton laundered money to Bill Clinton through Laureate Education, while Bill Clinton was an honorary chairman of the group.""",Donald Trump,"July 1, 2016",false
5456,Linda Qiu,"Says Hillary Clinton ""presided over $6 billion lost at the State Department, sold uranium to the Russians through (her) faux charity, illegally deleted public records, and murdered an ambassador.""",Michael Cohen,"June 30, 2016",pants-fire
5457,Tom Kertscher,"""Doctors kill about 250,000 people a year in botched surgeries.""",David A. Clarke Jr.,"June 29, 2016",false
5458,Adam Thorp,"Says Hillary Clinton ""filibustered legislation to reform"" Fannie Mae and Freddie Mac.",Donald Trump,"June 28, 2016",false
5459,Warren Fiske,"Gov. Terry McAuliffe ""has made several statements that he would love to be in a Cabinet secretary position with the Clinton administration.""",Bryce Reeves,"June 27, 2016",false
5460,Neelesh Moorthy,"""We don't know anything about Hillary in terms of religion. Now, she's been in the public eye for years and years, and yet there's no — there's nothing out there.""",Donald Trump,"June 24, 2016",pants-fire
5461,Amy Sherman,"Says Hillary Clinton’s immigration platform would ""create totally open borders.""",Donald Trump,"June 23, 2016",false
5462,C. Eugene,"Says Hillary Clinton ""has even deleted this record of total support (for the Trans-Pacific Partnership trade agreement) from her book.""",Donald Trump,Jr. • June,pants-fire
5463,W. Gardner,"Austin was the ""site of the first mass shooting in the country.""",Steve Adler,"• June 23,",false
5464,Lauren Carroll,"The Benghazi victims were ""left helpless to die as Hillary Clinton soundly slept in her bed.""",Donald Trump,"June 23, 2016",false
5465,Neelesh Moorthy,"The ammunition used in the Orlando shooting ""is banned by Geneva Convention. It enters the body, spins & explodes.""",Michael Moore,"June 23, 2016",false
5466,Allison Graves,"Says Hillary Clinton’s ""State Department blocked investigation into Orlando killer’s mosque.""",Bloggers,"June 23, 2016",false
5467,Jon Greenberg,"""For the amount of money Hillary Clinton would like to spend on refugees, we could rebuild every inner city in America.""",Donald Trump,"June 22, 2016",pants-fire
5468,Anthony Cave,"""Because of Obamacare, you have so many part-time jobs.""",Donald Trump,"June 22, 2016",false
5469,Aaron Sharockman,"""I was among the earliest to criticize the rush to war (in Iraq), and yes, even before the war ever started.""",Donald Trump,"June 22, 2016",false
5470,Louis Jacobson,"Even among ""second and third generation"" Muslims in the United States, ""there's no real assimilation.""",Donald Trump,"June 18, 2016",false
5471,Dylan Baddour,"""ISIS is running through a border made porous by Barack Obama’s policies.""",Greg Abbott,"June 17, 2016",pants-fire
5472,Louis Jacobson,"""The Obama administration was actively supporting Al Qaeda in Iraq, the terrorist group that became the Islamic State.""",Donald Trump,"June 15, 2016",pants-fire
5473,Warren Fiske,"""On average, each U.S. military working dog saves the lives of between 150 and 200 servicemen and women over the span of his career.""",Rob Wittman,"June 14, 2016",false
5474,Mark Dent,"""Never mind that no red light camera, no speed camera, nor any radar gun has ever stopped one accident from occurring.""",Tom McCarey,"June 14, 2016",pants-fire
5475,Riley Snyder,"Says Nevada lawmakers voted to allow teenaged boys to ""shower with your teenaged girls in public school locker rooms.""",Nevada Assembly Republican Candidates,"June 13, 2016",false
5476,Linda Qiu,"There is ""no system to vet"" refugees from the Middle East.",Donald Trump,"June 13, 2016",false
5477,Chris Nichols,"Says Bernie Sanders ""wins California landslide, But ⅔ of his votes aren’t counted.""",Bloggers,"June 10, 2016",pants-fire
5478,Louis Jacobson,"""Crime is rising.""",Donald Trump,"June 9, 2016",pants-fire
5479,Warren Fiske,"Virginia’s banning of felons from voting is a ""Jim Crow-era law.""",Levar Stoney,"June 6, 2016",false
5480,Jon Greenberg,"""More businesses went out of business last year than were started for the first time in our history.""",David Perdue,"June 3, 2016",false
5481,Lauren Carroll,The presence of gorillas calls into question the concept of evolution.,Rush Limbaugh,"June 3, 2016",false
5482,Mark Dent,Says she was the first in her family to go to a four-year college.,Katie McGinty,"June 3, 2016",pants-fire
5483,Jon Greenberg,"The Dog Meat Festival in Yulin, China, ""threatens global public health.""",Alcee Hastings,"June 3, 2016",pants-fire
5484,Alan Gathright,"Says ""Obama wants to give (Iran) nuclear weapons and Michael Bennet, he was all for it.""",Jon Keyser,"June 2, 2016",pants-fire
5485,Chris Nichols,"We’ve broken ""by millions"" the all-time record for votes in a GOP presidential primary election.",Donald Trump,"June 1, 2016",false
5486,Louis Jacobson,"""I wanted to keep it private, because I don't think it's anybody's business if I want to send money to the vets.""",Donald Trump,"May 31, 2016",pants-fire
5487,Lauren Carroll,"""It was allowed,"" referring to her email practices.",Hillary Clinton,"May 31, 2016",false
5488,Eleanor Dearman,"""Texas is one of only a handful of states that does not have an equal pay law.""",Wendy Davis,"May 27, 2016",false
5489,Dylan Baddour,"Says Donald Trump ""has the second-highest disapproval ratings of anyone running for president.""",Ted Cruz,"May 27, 2016",false
5490,Aaron Sharockman,"""No one in American history has moved from a June 16 announcement to a May 26 winning of a majority. Trump's achievement is remarkable.""",Newt Gingrich,"May 27, 2016",pants-fire
5491,Chris Nichols,"California’s Capitol building is ""second only to Disneyland,"" among visitor sites in the state.",Richard Pan,"May 27, 2016",false
5492,Louis Jacobson,"It ""is Hillary Clinton's agenda"" to ""release the violent criminals from jail. She wants them all released.""",Donald Trump,"May 26, 2016",pants-fire
5493,Linda Qiu,"""There are places in America that are among the most dangerous in the world. You go to places like Oakland. Or Ferguson. The crime numbers are worse. Seriously.""",Donald Trump,"May 25, 2016",false
5494,Louis Jacobson,"""Look, we are at war with these people and they don't wear uniforms. … This is a war against people that are vicious, violent people, that we have no idea who they are, where they come from. We are allowing tens of thousands of them into our country now.""",Donald Trump,"May 25, 2016",pants-fire
5495,Joshua Gillin,"""I can tell you that the enhanced interrogation techniques that have since been banned by this administration — specifically waterboarding — work.""",Todd Wilcox,"May 24, 2016",false
5496,Linda Qiu,"""Let me say that I don't think (Bernie Sanders has) had a single negative ad ever run against him.""",Hillary Clinton,"May 22, 2016",false
5497,Anna Orso,"A three-cents-per-ounce soda tax in Philadelphia ""would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.""",Daniel Grace,"May 20, 2016",false
5498,W. Gardner,"""The first tweet was sent from Austin.""",Steve Adler,"• May 20,",pants-fire
5499,Loghan Thain,"""I have had to fill out FEC reports for the past six years now, and they’re much more detailed than a tax return...""",Tom Marino,"May 20, 2016",false
5500,Riley Snyder,"Says ""Jacky Rosen has refused to tell us whether she supports Bernie Sanders or Hillary Clinton.""",National Republican Congressional Committee,"May 20, 2016",pants-fire
5501,Riley Snyder,"Nevada Democratic Party leaders ""hijacked the process on the floor"" of the state convention ""ignoring the regular procedure and ramming through what they wanted to do.""",Jeff Weaver,"May 18, 2016",false
5502,C. Eugene,"Says Donald Trump said of women, ""And you can tell them to go f--- themselves.""",Priorities USA Action,Jr. • May,pants-fire
5503,James B.,"Says Demond Means, ""turnaround district"" superintendent for Milwaukee Public Schools, said the district ""needs to be gutted.""",Wisconsin Jobs Now,"• May 18,",pants-fire
5504,Will Doran,"""We've already lost $500 million in economic impact"" from HB2 fallout in North Carolina.",Chris Sgro,"May 16, 2016",false
5505,Nadia Pflaum,"Says Ted Strickland admits his record on jobs and taxes is ""mixed and spotty.""",Fighting for Ohio PAC,"May 13, 2016",false
5506,Anthony Cave,"Says Arizona, Missouri and Texas residents have a two-pet limit, so the public must ""surrender their third pet to the Humane Society.""",Bloggers,"May 13, 2016",pants-fire
5507,Tom Kertscher,"The University of Wisconsin-Milwaukee has ""2.8 students per faculty"" member, ""tied for second-lowest in its history since 1994.""",Scott Walker,"May 13, 2016",pants-fire
5508,Linda Qiu,"Says Hillary Clinton ""wants to abolish the Second Amendment.""",Donald Trump,"May 11, 2016",false
5509,Joshua Gillin,"Says President Obama’s deal ""allows Iran to produce a nuclear weapon.""",Carlos Beruff,"May 11, 2016",false
5510,Tom Kertscher,"""Russ Feingold got a memo in 2009 that outlined veteran harm"" at a Wisconsin VA facility ""and nothing was done.""",Freedom Partners Action Fund,"May 11, 2016",false
5511,Chris Nichols,"""There is a 34 percent increase in violent crime in the state of California. … And that’s just within the last year.""",Duf Sundheim,"May 11, 2016",false
5512,Louis Jacobson,"""In the United States alone we lose more than 3,000 people a day to cancer.""",Joe Biden,"May 9, 2016",false
5513,Mary McIntyre,"""Jason Kander supports [Obama’s] plan to bring the remaining suspected terrorists to U.S. soil.""",Roy Blunt,"May 9, 2016",false
5514,Emma Hinchliffe,"""The Obama administration has even joined Islamist governments in sponsoring a U.N. resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal.""",Ted Cruz,"May 9, 2016",pants-fire
5515,Lauren Carroll,"""You have to be a citizen to vote,"" but with same-day voter registration, ""you have places where people just walk in and vote.""",Donald Trump,"May 8, 2016",false
