,author,statement,source,date,target
984,Noah Y.,"A forensics examination of a Ware County, Ga., Dominion Voting Systems machine found votes were switched from Donald Trump to Joe Biden.",Jody Hice,"• December 9,",false
987,Warren Fiske,"""In Chesterfield (Va.), the Southside precinct is infamous for having over 100% of the vote count…”",Amanda Chase,"December 9, 2020",pants-fire
988,D.L. Davis,"“Actually, I won Wisconsin.”",Donald Trump,"December 9, 2020",pants-fire
989,Samantha Putterman,People in Germany saw this electoral map that shows Trump beating Biden with 410 electoral votes before Dominion’s servers were seized.,Facebook posts,"December 8, 2020",pants-fire
990,Simone Esters,"“The president got the highest percentage of minority votes of any Republican candidate for president in over 100 years.""",Roy Blunt,"December 8, 2020",false
992,Ciara O'Rourke,Says Joe Biden killed a Kelly Loeffler campaign staffer.,Facebook posts,"December 8, 2020",false
995,Ciara O'Rourke,Says Kelly Loeffler was wearing a wire during the Georgia Senate debate.,Viral image,"December 7, 2020",pants-fire
996,Ciara O'Rourke,Photo shows Kelly Loeffler’s house.,Viral image,"December 7, 2020",false
998,Madeline Heim,“CDC admits old ‘science’ was wrong” on COVID-19 quarantine guidance.,Duey Stroebel,"December 7, 2020",false
1000,Ciara O'Rourke,"Says George Patton said, “Politicians are the lowest form of life on earth. Liberal Democrats are the lower form of politicians.”",Viral image,"December 4, 2020",false
1001,Clara Hendrickson,"In 10 Michigan precincts, voter turnout reached 100% and in 6 precincts it surpassed 100%",Russell James Ramsland Jr.,"December 4, 2020",pants-fire
1002,Jill Terreri,Says Charles Schumer supports “putting everybody on the Medicare system. He wants the Green New Deal … reduce funding for the police.”,Rick Scott,"• December 4,",false
1003,Ciara O'Rourke,China recovered from COVID-19 “without a vaccine.”,Viral image,"December 4, 2020",false
1004,Eric Litke,The USPS backdated 100K ballots so they could be counted illegally.,Facebook posts,"December 4, 2020",false
1005,Bill McCarthy,Video footage from Georgia shows suitcases filled with ballots pulled from under a table and illegally counted after election observers were told to leave.,Facebook posts,"December 4, 2020",false
1006,Eric Litke,Residents the Wisconsin Election Commission suspected of moving are “illegal voters.”,Donald Trump,"December 4, 2020",false
1007,William Skipworth,"""Beware - George Soros is starting a Fake News site in Missouri”",Liberty Alliance,"December 3, 2020",false
1010,Noah Y.,"“Gina Haspel, CIA head is dead!”",Tweets,"• December 3,",pants-fire
1011,Miriam Valverde,"“Masks will kill quite a few people, it’s well known that they reduce blood oxygen levels and those with respiratory and cardiac disorders will die.”",Facebook posts,"December 3, 2020",false
1012,Noah Y.,Says “Hugo Chavez’s family still owns” Dominion Voting Systems.,Facebook posts,"• December 3,",false
1013,Ciara O'Rourke,Says “Former President Barack Obama arrested for ESPIONAGE.”,Bloggers,"December 3, 2020",pants-fire
1014,Ciara O'Rourke,Says Joe Biden is wearing a foot boot to hide an ankle monitor.,Facebook posts,"December 3, 2020",pants-fire
1016,Amy Sherman,A Dominion representative in Gwinnett County improperly downloaded election data to “manipulate the data.”,Facebook posts,"December 2, 2020",pants-fire
1017,Bill McCarthy,The coronavirus pandemic is “effectively over” in the United Kingdom and “there is absolutely no need for vaccines.”,Bloggers,"December 2, 2020",pants-fire
1019,Miriam Valverde,“Trump margin of ‘defeat’ in 4 states occurred in 4 data dumps between 1:34-6:31 AM. Statistical anomaly? Fraud?”,Rand Paul,"December 2, 2020",pants-fire
1021,Ciara O'Rourke,Says Joe Biden plagiarized Donald Trump in his Democratic National Convention speech.,Facebook posts,"December 1, 2020",false
1025,Ciara O'Rourke,“CNN is now saying that Trump will win!”,Facebook posts,"November 30, 2020",false
1026,Tom Kertscher,"Says her health care plan would ""ensure Americans with preexisting conditions are protected.""",Kelly Loeffler,"November 30, 2020",false
1027,Ciara O'Rourke,Says the Denver Broncos signed Colin Kaepernick.,Viral image,"November 30, 2020",false
1028,Eric Litke,"""THOUSANDS of fake votes found at Wisconsin Recount in Dane County.""",Facebook posts,"November 30, 2020",pants-fire
1029,Brandon Mulder,Says that shutdowns are “ineffective” and that we now know that COVID-19 is not commonly spread “by someone going to work.”,Greg Abbott,"November 27, 2020",false
1031,Haley BeMiller,"“We passed one of the first (COVID-19) bills in the entire country, empowering Gov. Evers to act.”",Robin Vos,"November 25, 2020",false
1032,Samantha Putterman,Video shows movers carrying boxes out of the White House as President Trump discusses 2020 election results.,Instagram posts,"November 24, 2020",false
1033,Hayat Norimine,Dominion and Smartmatic “have closed up shop” and executives are “on the run.”,Facebook posts,"November 24, 2020",false
1035,Ciara O'Rourke,Photo shows “Biden’s inaugural stage being built on the White House North Lawn.”,Viral image,"November 24, 2020",false
1036,Ciara O'Rourke,"Says Donald Trump’s sister tweeted, “My brother Don won this election and will fight this to the very end.”",Viral image,"November 24, 2020",false
1037,Hayat Norimine,Democrats “spent 4 years refusing to acknowledge Trump’s 2016 victory.”,Jody Hice,"November 24, 2020",false
1038,Ciara O'Rourke,North Carolina Gov. Roy Cooper’s “daughter is having a big wedding today. 500 people. Then going to lock you down on Monday.”,Facebook posts,"November 23, 2020",false
1039,Jon Greenberg,"“In certain swing states, there were more votes than people who voted, and in big numbers.”",Donald Trump,"November 23, 2020",pants-fire
1040,Tom Kertscher,Says Jon Ossoff is “a socialist.”,David Perdue,"November 23, 2020",pants-fire
1041,Samantha Putterman,Says George Soros was arrested in Philadelphia for election interference.,Bloggers,"November 23, 2020",pants-fire
1042,Ciara O'Rourke,Photo shows Time magazine cover with Barack Obama that says “Treason.”,Facebook posts,"November 23, 2020",false
1043,Eric Litke,"“Clerks in Milwaukee and Dane Counties colluded to (add) nearly 250,000 individuals to the ‘Indefinitely Confined’ voter list.”",Joe Sanfelippo,"November 20, 2020",false
1044,Samantha Putterman,"“At least 450,000 ballots in the key states ... miraculously only have a mark for Joe Biden on them, and no other candidate.""",Sidney Powell,"November 20, 2020",false
1045,Louis Jacobson,"In Michigan “we have over-votes in numerous precincts of 150%, 200%, and 300%.”",Rudy Giuliani,"November 20, 2020",pants-fire
1048,Ciara O'Rourke,"Says Donald Trump’s book “The Art of the Deal” advises: “Never admit defeat. You win. If you don’t win, claim they cheated.”",Viral image,"November 20, 2020",pants-fire
1049,Monique Curet,Says “Biden wants a nationwide lockdown to combat a virus that has a 99%+ survival rate.”,Ron Paul,"November 20, 2020",false
1050,Eric Litke,"""A day AFTER the election, Biden receives a dump of 143,379 votes at 3:42AM (in Wisconsin), when they learned he was losing badly. This is unbelievable!""",Donald Trump,"November 20, 2020",pants-fire
1055,Ciara O'Rourke,“AARP endorsed Biden” and “says if you are past 75 you should just die and go away.”,Facebook posts,"November 19, 2020",pants-fire
1056,Daniel Funke,"“Smartmatic and Dominion systems ... were built to do this very thing, for changing the results of elections.”",Sidney Powell,"November 19, 2020",pants-fire
1058,Jessica Calefati,A 1993 example of voter fraud in Philadelphia is “exactly what happened to us” in the 2020 election.,Donald Trump,"November 19, 2020",pants-fire
1059,Bill McCarthy,"""Big victory moments ago in the State of Nevada. The all Democrat County Commissioner race, on same ballot as President, just thrown out because of large scale voter discrepancy.""",Donald Trump,"November 18, 2020",false
1060,Noah Y.,"“The recent statement by Chris Krebs on the security of the 2020 Election was highly inaccurate, in that there were massive improprieties and fraud.""",Donald Trump,"• November 18,",pants-fire
1062,Ciara O'Rourke,Vaccines “will remove parts of your DNA and replace it with GENETIC CODING (TECHNOLOGY)” that will “cause people to HAVE to cooperate with the New World Order.”,Instagram posts,"November 18, 2020",pants-fire
1064,Daniel Funke,“The MOB in PA was HIRED by the Biden team to create fake ballots by the thousands!!”,Facebook posts,"November 18, 2020",pants-fire
1065,Clara Hendrickson,“Michigan just refused to certify the election results!”,Donald Trump,"November 18, 2020",false
1066,Noah Y.,There is “aborted male fetus” in the Oxford-AstraZeneca “Covid 19 vaccine.”,Facebook posts,"• November 18,",false
1067,Jon Greenberg,Says Georgia’s secretary of state won’t let the people recounting ballots check the signatures for fraud.,Donald Trump,"November 18, 2020",pants-fire
1071,Ciara O'Rourke,“Biden campaign director arrested for electoral fraud.”,Bloggers,"November 17, 2020",false
1073,Samantha Putterman,The U.S. military seized servers in Germany tied to Dominion Election Systems.,YouTube videos,"November 17, 2020",pants-fire
1075,Daniel Funke,“These are real to date pictures taken during the Million (MAGA) March 2020.”,Facebook posts,"November 17, 2020",false
1076,Eric Litke,"“Milwaukee Elections Chief Lost Elections Flash Drive in Morning Hours of November 4th When Democrats Miraculously Found 120,000 Votes for Joe Biden.”",Facebook posts,"November 17, 2020",pants-fire
1077,Samantha Putterman,A member of Joe Biden’s COVID-19 task force recommends “withholding food stamps and rent assistance from those who refuse coronavirus vaccines.”,Instagram posts,"November 16, 2020",pants-fire
1078,Daniel Funke,A screenshot shows Tucker Carlson announcing he’ll “be starting at NewsMax next month.”,Facebook posts,"November 16, 2020",pants-fire
1079,Daniel Funke,"“More than one MILLION marchers for President @realDonaldTrump descend on” Washington, D.C., on Nov. 14.",Kayleigh McEnany,"November 16, 2020",false
1080,Amy Sherman,Says Sen. Kelly Loeffler said on Parler that “Black people shouldn’t be allowed to vote.”,Facebook posts,"November 16, 2020",pants-fire
1082,Madison Czopek,“Facebook removed the title of ‘President’ from Donald Trump and designated him as ‘Political Candidate.’”,Facebook posts,"November 13, 2020",false
1083,Ciara O'Rourke,“Ticketmaster is planning mandatory COVID vaccine identification for concert attendance.”,Instagram posts,"November 13, 2020",false
1085,Ciara O'Rourke,Says Donald Trump posed as an anonymous “Nevada poll worker” on Laura Ingraham’s show.,Instagram posts,"November 13, 2020",false
1086,Jon Greenberg,"Says there were “600,000 plus unlawful votes in Philly and Pitt.”",Rudy Giuliani,"November 13, 2020",pants-fire
1087,Daniel Funke,Says Dominion Voting System flipped votes to Joe Biden in states where Trump is bringing legal challenges.,Facebook posts,"November 13, 2020",pants-fire
1089,Bill McCarthy,“Pennsylvania and Michigan didn’t allow our poll watchers and/or vote observers to watch or observe.”,Donald Trump,"November 12, 2020",pants-fire
1090,Daniel Funke,Dominion Voting Systems “deleted 2.7 million Trump votes nationwide.”,Donald Trump,"November 12, 2020",pants-fire
1091,Daniel Funke,"""The real electoral map"" shows Donald Trump leading Joe Biden in electoral votes.",Facebook posts,"November 12, 2020",false
1092,Chris Nichols,"Video shows California election workers ""cheating"" by collecting ballots from drop box on Nov. 4.",Donald Trump,"November 11, 2020",false
1093,Ciara O'Rourke,The media called the 2016 election for Hillary Clinton.,Facebook posts,"November 11, 2020",false
1094,Bill McCarthy,"“Biden lead disappears in NV, AZ, GA, PA.”",Facebook posts,"November 11, 2020",false
1095,Clara Hendrickson,Detroit election worker trainings “reveal the mechanisms of the planned theft of the election”,Big League Politics,"November 11, 2020",false
1096,Samantha Putterman,"Says conservative website Judicial Watch published a story about “elite” units of the National Guard recounting official ballots that were printed with “an invisible, unbreakable code watermark and registered on a Quantum Blockchain System.”",Instagram posts,"November 11, 2020",pants-fire
1097,Daniel Funke,"A judge has ordered a ""HAND RECOUNT by an INDEPENDENT COMMISSION in the state of Michigan, following hard evidence of voting fraud by Detroit City Election Commission.""",Facebook posts,"November 11, 2020",false
1098,Ciara O'Rourke,Map shows 2020 election results.,Viral image,"November 11, 2020",false
1099,Ciara O'Rourke,Video shows trashed ballots for Donald Trump.,Facebook posts,"November 11, 2020",false
1100,Samantha Putterman,Church bells rang in Paris and fireworks were set off in London to celebrate Joe Biden’s presidential win.,Facebook posts,"November 11, 2020",false
1101,Bill McCarthy,"As an example of voter fraud, “we have literally 9,000 people who voted in this election (in Nevada) who don’t live in Nevada.”",Matt Schlapp,"November 11, 2020",pants-fire
1102,Monique Curet,"Says “132,000 ballots in Fulton County, Ga., have been identified as likely ineligible,” and President Trump might win Georgia as a result.",Viral image,"November 10, 2020",false
1103,Paul Specht,Says there are “indications of grossly improper conduct from election officials right here in my district.”,Dan Bishop,"November 10, 2020",false
1104,Samantha Putterman,"Overnight, election workers “found” 140,000 mail in ballots in Wisconsin; 200,000 in Michigan and 1 million in Pennsylvania. “All for Biden. None for Trump.”",Facebook posts,"November 10, 2020",false
1105,Jon Greenberg,A CNN video shows “HAMMER / Scorecard Voter Software Fraud in Real Time”,Pamela Geller,"November 10, 2020",pants-fire
1106,Eric Litke,“System 'Glitch' ... In Wisconsin - Reversal of Swapped Votes Removes Lead from Joe Biden.”,Eric Trump,"November 10, 2020",pants-fire
1107,Ciara O'Rourke,If Donald Trump “didn’t win Michigan why does the actual government site say he did?”,Instagram posts,"November 10, 2020",false
1108,Daniel Funke,“Joe Biden is no longer the President-elect according to RealClearPolitics.”,Instagram posts,"November 10, 2020",false
1109,Daniel Funke,Siri gave “CONFIRMATION of the Democrats' sinister plan to REMOVE Sleepy Joe immediately using the 25th Amendment and instate Kamala Harris as President!”,Facebook posts,"November 10, 2020",pants-fire
1110,Ciara O'Rourke,“Election worker brags about destroying Trump ballots; rips up a ballot for DJT on video.”,Bloggers,"November 10, 2020",false
1111,Ciara O'Rourke,“CNN says Dick Cheney will be advising Biden on foreign policy.”,Viral image,"November 10, 2020",false
1113,Ciara O'Rourke,“Mitt Romney has been asked to lead Health and Human Services in Biden administration.”,Bloggers,"November 9, 2020",false
1114,Ciara O'Rourke,"Says The Washington Times ran a front-page headline that said, “President Gore.”",Viral image,"November 9, 2020",false
1115,Ciara O'Rourke,"Says a New York Post cover used the headline “YOU'RE FIRED"" on Nov. 4 with an image of Donald Trump.",Viral image,"November 9, 2020",false
1117,Ciara O'Rourke,"“The NAACP has received credible information that some of the white nationalist groups … will be looking to snatch black men and boys and hang them, shoot them, torture them and kill them.”",Facebook posts,"November 7, 2020",false
1118,Tom Kertscher,An election worker in Georgia threw away a ballot.,Facebook posts,"November 7, 2020",false
1119,Clara Hendrickson,"A list shows over 14,000 dead people voted in Wayne County, Michigan.",Tweets,"November 6, 2020",false
1120,Miriam Valverde,"Republicans in Nevada found “at least 3,062 instances of voter fraud. ... Thousands of individuals have been identified who appear to have violated the law by casting ballots after they moved from NV.""",Nevada Republican Party,"November 6, 2020",false
1121,Bill McCarthy,Philadelphia is “clouding the vote counting in a shroud of darkness.”,Ted Cruz,"November 6, 2020",false
1122,Ciara O'Rourke,Says the logo of a porn website appeared during a CNN broadcast.,Instagram posts,"November 6, 2020",false
1123,Amy Sherman,"“If you count the legal votes, I easily win. If you count the illegal votes, they can try to steal the election from us.”",Donald Trump,"November 6, 2020",pants-fire
1124,Lyle Muller,"In Iowa, ""they have allowed a little over 300 people to re-vote.""",Kevin McCarthy,"November 6, 2020",pants-fire
1125,Ciara O'Rourke,"“Active crime scene in Spalding County, Ga., where ballots for President Donald Trump were discovered in a dumpster.”",Facebook posts,"November 6, 2020",false
1126,Ciara O'Rourke,More poll workers caught filling out ballots in Delaware County Pennsylvania.,Facebook posts,"November 6, 2020",false
1127,Clara Hendrickson,Republican election challengers were unfairly barred from observing absentee ballot processing and counting in Detroit.,Facebook posts,"November 6, 2020",false
1128,Brandon Mulder,"Says “the city of Austin is a disaster if you haven’t been there. A great city, now one of the most dangerous cities in America and definitely in Texas.”",Dan Patrick,"November 6, 2020",pants-fire
1129,Samantha Putterman,The Trump administration put secret watermarks on official ballots to trick cheating Democrats.,Facebook posts,"November 6, 2020",pants-fire
1130,Ciara O'Rourke,"“Arizona trooper found 50,000 ballots in dumpster all for President Trump!!”",Facebook posts,"November 6, 2020",false
1131,Tom Kertscher,Video showing collection of California ballots on Nov. 4 shows “cheating.”,TikTok posts,"November 6, 2020",false
1132,Ciara O'Rourke,"Video shows a poll worker committing voter fraud in Delaware County, Pa.",Facebook posts,"November 6, 2020",false
1134,Miriam Valverde,"“40,000+ votes for Libertarian candidate Jo Jorgensen magically become votes for Joe Biden.”",TikTok posts,"November 5, 2020",false
1135,Amy Sherman,"“118-year-old William Bradley voted via an absentee ballot in Wayne County, Michigan this year. William died in 1984. They’re trying to steal this election.”",Facebook posts,"November 5, 2020",false
1136,Clara Hendrickson,Wagon arriving at Detroit counting center after deadline “may have been a ballot box.”,Bloggers,"November 5, 2020",false
1137,Jon Greenberg,“USPS failed to deliver 27% of mail-in ballots in South Florida”,Bloggers,"November 5, 2020",pants-fire
1138,Paul Specht,"Says North Carolina’s ""Democratic Secretary of State"" controls the state's elections.",Social Media,"November 5, 2020",false
1139,Haley BeMiller,"""Seven Milwaukee wards report more 2020 presidential votes than registered voters.”",Facebook posts,"November 5, 2020",pants-fire
1140,Samantha Putterman,Thousands of military ballots were found in the trash in Wisconsin.,Facebook posts,"November 5, 2020",false
1141,Ciara O'Rourke,"More mail-in ballots were counted in Lancaster County, Pa., than were returned.",Viral image,"November 5, 2020",false
1142,Louis Jacobson,Say a video shows “staffers stuffing ballots in flint mi”,Facebook posts,"November 5, 2020",pants-fire
1143,Tom Kertscher,"“If you were forced to use a Sharpie” to fill out your ballot, “that is voter fraud.”",Facebook posts,"November 5, 2020",false
1144,Amy Sherman,"Detroit has “2,503 dead people registered” including “one voter born in 1823.”",Facebook posts,"November 5, 2020",false
1145,Ciara O'Rourke,Joe Biden was called for Michigan even though Donald Trump won more votes.,Facebook posts,"November 5, 2020",false
1146,Ciara O'Rourke,“Any votes counted after midnight” on Election Day in Michigan “are fraud.”,Viral image,"November 5, 2020",false
1147,Eric Litke,Wisconsin voter turnout jumped from 67% in 2016 to 89% in 2020.,Donald Trump Jr.,"November 5, 2020",pants-fire
1148,Haley BeMiller,"“Wisconsin took a break, and when they returned, Biden coincidentally came back ahead by 100k.”",Facebook posts,"November 5, 2020",pants-fire
1150,Monique Curet,"Asks, “How is this possible?” with a chart showing that 104.41% of registered voters in North Carolina and 103.56% of registered voters in Wisconsin cast votes.",Viral image,"November 5, 2020",pants-fire
1151,Bill McCarthy,A person is on film “burning 80 Trump ballots.”,Eric Trump,"November 4, 2020",false
1152,Louis Jacobson,"“Last night I was leading, often solidly, in many key States, in almost all instances Democrat run & controlled. Then, one by one, they started to magically disappear as surprise ballot dumps were counted.”",Donald Trump,"November 4, 2020",false
1153,Daniel Funke,"""Six states can't get the votes counted. Six states in which @realDonaldTrump is leading. Six states where Dems are in charge.""",Facebook posts,"November 4, 2020",false
1154,Daniel Funke,"“40,000 rejected vote by mail ballots in DeKalb County need to be cured by Friday or they will be tossed.”",Tweets,"November 4, 2020",false
1155,Amy Sherman,"“Now that it’s even, Nevada decides to stop counting and is now not going to count anything until TOMORROW! What?!”",Facebook posts,"November 4, 2020",false
1156,Ciara O'Rourke,Early morning election results from Michigan and Wisconsin show voter fraud.,Viral image,"November 4, 2020",false
1157,Miriam Valverde,“Wisconsin found 112k votes at 3am.”,Facebook posts,"November 4, 2020",false
1158,Chris Nichols,“This is the California model spreading across the country. When you need to flip things blue there’s always some mysterious mail-in ballots lying around that’ll do the trick. Shameful!”,Facebook posts,"November 4, 2020",false
1159,Bill McCarthy,"Says Joe Biden received a sudden influx of 138,339 votes in Michigan while Donald Trump received none.",Tweets,"November 4, 2020",false
1160,Daniel Funke,"Six states ""decided to stop counting"" votes as Donald Trump was ""headed for a win” on election night.",Facebook posts,"November 4, 2020",false
1161,Samantha Putterman,Photo shows massive wall in front of White House on Election Day.,Facebook posts,"November 4, 2020",pants-fire
1162,Ciara O'Rourke,"Says Michigan Gov. Gretchen Whitmer said, “I will not certify the vote in my state for Donald Trump, no matter the outcome.”",Viral image,"November 4, 2020",false
1163,Ciara O'Rourke,“Wisconsin has more votes than people who are registered to vote. … This is direct evidence of fraud.”,Tweets,"November 4, 2020",pants-fire
1164,Tom Kertscher,"Voters in Maricopa County, Ariz., were forced to vote using Sharpie pens that aren’t read by voting machines.",Facebook posts,"November 4, 2020",false
1165,Samantha Putterman,“NOT A JOKE: Ilhan Omar Tells Residents ‘You Don’t Have to be Registered to Vote’ in Minnesota.”,Sean Hannity,"November 4, 2020",false
1166,Ciara O'Rourke,“Trump has won the election with 294 electoral votes.”,Facebook posts,"November 4, 2020",false
1167,Amy Sherman,An image shows “what appears to be an official ballot box being taken away from a polling location by an unidentified civilian.”,Facebook posts,"November 4, 2020",false
1168,Louis Jacobson,“We already have won” the election.,Donald Trump,"November 4, 2020",pants-fire
1169,Jon Greenberg,"“Only sign outside Bucks County voting place. Democrats shown, republicans blurred out. … More scamming in Pennsylvania!”",Tweets,"November 3, 2020",false
1170,Daniel Funke,"“If Biden wins the election, there are people out there planning on mass murdering poc and lbgtq+ people. Please stay inside during the election and a few days after.”",Facebook posts,"November 3, 2020",false
1171,Daniel Funke,"""Deep RED cities are not boarding up"" and the National Guard is ""not being called in, in case Biden wins.""",Instagram posts,"November 3, 2020",false
1173,Bill McCarthy,"A poll worker in Erie County, Pa., threw out over 100 ballots for Donald Trump.",Tweets,"November 3, 2020",false
1174,Ciara O'Rourke,Stacks of bricks are showing up in Denver because “the Evil Left is getting ready to destroy downtown.”,Viral image,"November 3, 2020",false
1175,Amy Sherman,"“Trump supporters are blocking access to polling sites at Clifton City Hall, New Jersey.”",Facebook posts,"November 3, 2020",false
1176,Ciara O'Rourke,Bricks are being “randomly placed all over Detroit.”,Facebook posts,"November 3, 2020",false
1177,Miriam Valverde,“Biden says he doesn’t need voters to get elected.”,TikTok posts,"November 3, 2020",false
1178,Samantha Putterman,“Kohl's confirmed that they will be selling BLM merchandise” but are not selling “back the blue” at this time.,Facebook posts,"November 3, 2020",false
1179,Ciara O'Rourke,“Antifa gearing up for false flag violence disguised as Trump-supporters.”,Bloggers,"November 3, 2020",false
1184,Samantha Putterman,"Says President Trump’s Oct. 31 rally in Butler, Pa., drew over 57,000 people.",Facebook posts,"November 2, 2020",false
1185,Ciara O'Rourke,Says Nancy Pelosi’s son served on the Burisma board with Hunter Biden.,Facebook posts,"November 2, 2020",false
1186,Noah Y.,"“Kamala’s husband, a lawyer, represents the Communist Chinese Party in America!! Think about that!!”",Facebook posts,"• November 2,",false
1187,Monique Curet,“Dems have removed any mention of ‘God’ from their Platform.”,Facebook posts,"November 2, 2020",false
1188,Ciara O'Rourke,Photo shows Joe Biden “doesn’t wear a mask on a plane.”,Tweets,"November 2, 2020",false
1189,Miriam Valverde,Says his supporters were “protecting” Joe Biden’s campaign bus in Texas.,Donald Trump,"November 1, 2020",pants-fire
1191,Louis Jacobson,"“We will be over 290 electoral votes on Election Night ... no matter what they (Democrats) try to do, what kind of hijinks or lawsuits or whatever kind of nonsense they try to pull off.”",Jason MIller,"November 1, 2020",false
1192,Louis Jacobson,"Say Joe Biden told a crowd in Florida, ""Hello Minnesota!""",Facebook posts,"November 1, 2020",pants-fire
1194,Miriam Valverde,“Joe Biden called Black youth super predators.”,Donald Trump,"November 1, 2020",false
1195,Hayat Norimine,Queens voters received pre-marked ballots for Joe Biden.,Tweets,"November 1, 2020",false
1197,Jon Greenberg,"“Our doctors get more money if somebody dies from COVID. … So what they do is they say, ‘I'm sorry, but, you know, everybody dies of COVID.’""",Donald Trump,"November 1, 2020",false
1198,Noah Y.,James Biden “built the cages” and “(the Bidens) made millions from it.”,TikTok posts,"• November 1,",pants-fire
1199,Monique Curet,“The Green New Deal would require that 99% of homes in the country be torn down and rebuilt more ‘energy efficient’ over a ten year period.”,Instagram posts,"November 1, 2020",false
1201,Ciara O'Rourke,Photo shows a “clearly intoxicated” Kamala Harris “throwing up in the bushes & staggering aimlessly at the Cleveland airport.”,Viral image,"October 31, 2020",pants-fire
1202,Samantha Putterman,"Says the toddler shown in a photo clinging to a police officer was found wandering, alone and barefoot, looking for his mother amid protests in Philadelphia.",Facebook posts,"October 31, 2020",false
1203,Ciara O'Rourke,“‘America is dead’ — Joe Biden actually said this at his Iowa rally.”,Bloggers,"October 31, 2020",false
1204,Ciara O'Rourke,Says Sean Connery wrote a letter to Steve Jobs refusing to be an Apple spokesman.,Viral image,"October 31, 2020",false
1205,Ciara O'Rourke,“COVID ends next Wednesday.”,Viral image,"October 31, 2020",false
1207,Madison Czopek,“How many of you still don't know that Michelle Obama was born Michael Lavaughn Robinson and is a man?”,Facebook posts,"October 31, 2020",pants-fire
1208,Ciara O'Rourke,“There are people trying to make legal age of consent 4 years old.”,Facebook posts,"October 31, 2020",false
1213,Amy Sherman,“Miami-Dade reporting 23% of early ballots being rejected for missing signatures.”,Facebook posts,"October 30, 2020",false
1214,Bill McCarthy,The number of coronavirus deaths is “almost nothing.”,Donald Trump Jr.,"October 30, 2020",pants-fire
1218,Ciara O'Rourke,"“On 60 Minutes, Joe said he never met with Hunter and the Burisma CEO. Well, here he is with both.”",Viral image,"October 30, 2020",false
1219,Ciara O'Rourke,Says YouTube removed Tucker Carlson’s interview with Tony Bobulinski.,Facebook posts,"October 30, 2020",false
1220,Ciara O'Rourke,Says Jeff Foxworthy wrote a ‘fence test’ for Republicans and Democrats.,Facebook posts,"October 30, 2020",false
1222,Brandon Mulder,Says Trump “didn’t campaign on cutting the debt” … “That’s not what he promised to do.”,Ted Cruz,"October 30, 2020",false
1223,Noah Y.,“I can send every qualified person to a four-year college in their state for $150 billion.”,Joe Biden,"• October 30,",false
1224,Warren Fiske,“The majority of minimum wage workers...are mothers.”,Abigail Spanberger,"October 30, 2020",false
1228,Jon Greenberg,"“When asked about court-packing, Biden's staff immediately escorts the camera out.”",Donald Trump,"October 29, 2020",false
1231,Ciara O'Rourke,Says Kamala Harris said looters are just feeding their hungry kids.,Facebook posts,"October 29, 2020",false
1232,Ciara O'Rourke,"Says Jill Biden said, “Whatever is on Hunter’s laptop is not important.”",Viral image,"October 29, 2020",false
1236,Louis Jacobson,"Counting ballots for weeks after Election Day “is totally inappropriate, and I don't believe that's by our laws.""",Donald Trump,"October 28, 2020",pants-fire
1237,Amy Sherman,Sen. Kamala Harris “may have broken laws” when she visited a voting site in Ohio,Facebook posts,"October 28, 2020",false
1241,Ciara O'Rourke,Photo shows Joe Biden’s license plate says “THEBIGGUY.”,Viral image,"October 28, 2020",pants-fire
1242,Ciara O'Rourke,"Says Clint Eastwood called Joe Biden an “incompetent, lying, flip-flopping, insincere, double-talking, radical socialist.”",Viral image,"October 28, 2020",pants-fire
1244,Hayat Norimine,Says someone tried to suppress votes by disguising trash cans as ballot boxes.,Instagram posts,"October 28, 2020",false
1245,Amy Sherman,"“In Nevada, they want to have a thing where you don’t have to have any verification of the signature” on ballots.",Donald Trump,"October 28, 2020",false
1248,Jon Greenberg,Says North Carolina just landed an auto plant.,Donald Trump,"October 28, 2020",false
1249,Jessica Calefati,“Joe Biden confirmed his plan to abolish the entire U.S. oil industry.”,Donald Trump,"October 28, 2020",false
1253,Miriam Valverde,Says Joe Biden said “Why am I doing this? Why? What is my real aim?”,Donald Trump,"October 27, 2020",false
1254,Samantha Putterman,Says photo of Malia Obama's credit card next to white powder was found on Hunter Biden's laptop.,Instagram posts,"October 27, 2020",false
1255,Jon Greenberg,“More suicide deaths than coronavirus death past two months.”,Tom Brady,"October 27, 2020",false
1256,Tom Kertscher,"""Joe Biden says he supports sex changes for kids.""",American Principles Project,"October 27, 2020",false
1257,Eric Litke,U.S. is “really not doing (COVID-19) reporting right” because deaths are being improperly counted and hospitals have an “incentive” to pad stats.,Donald Trump,"October 27, 2020",false
1259,Daniel Funke,Says Hunter Biden “died of a crack overdose.”,Facebook posts,"October 27, 2020",false
1260,Jon Greenberg,“Biden admits to voter fraud.”,Kayleigh McEnany,"October 27, 2020",false
1262,Samantha Putterman,Says photo from Hunter Biden's laptop shows Paul Pelosi Jr. abusing a girl and doing drugs.,Facebook posts,"October 27, 2020",false
1263,Tom Kertscher,"Says Troy Nehls “called wearing masks 'un-American' and called those who do 'communists.'""",Sri Preston Kulkarni,"October 27, 2020",false
1264,Daniel Funke,"""The daughter of Sen. Coons (D-DE), along with 7 other underaged girls are featured on Hunter's laptop! - Breitbart News""",Facebook posts,"October 26, 2020",false
1266,Tom Kertscher,"The coronavirus ""was constructed in the Wuhan Institute of Virology.”",Scott Perry,"October 26, 2020",false
